,1101 猟,1102 ㄈ猟,1216 参,1301 鹅,1303 玭ㄈ,1326 て,1402 环狥穝,2002 い葵,2105 タ穝,2633 芖蔼臟,2801 裹蝗,2823 い关,2880 地玭,2881 碔ü,2882 瓣,2883 秨祇,2884 ド,2885 じ,2886 伦,2887 穝,2890 ッ伦,2891 い獺,2892 材,5876 坝蝗,5880 畐,2912 参禬,5871 い-KY,9904 腳Θ,6505 鹅て,2303 羛筿,2330 縩筿,2408 玭ㄈ,2454 羛祇,3711 らるщ北,2301 腳,2357 地河,2382 約笷,2395 地,4938 ㎝河,2409 ね笷,3008 ミ,3481 竤承,2412 い地筿,3045 芖,4904 环肚,2308 笷筿,2327 瓣エ,2317 翬,2354 翬非,2474 Θ
2017/11/3,29.61,26.48,58.32,87.79,70.63,87.4,25.21,23.82,57.08,23.43,15.25,26.64,15.45,46.4,47.94,8.81,16.95,12.9,22.31,12.23,8.69,18.47,18.39,,15.24,254.57,73.94,35.72,101.05,14.83,230.6,80.72,323.25,,37.21,249.02,68.63,197.51,73.77,11.1,"5,887.60",12.25,97.61,100.68,67.17,135.52,205.2,133.88,90.15,317.57
2017/11/6,29.61,26.29,57.95,87.13,70.25,86.74,24.87,23.82,56.79,23.38,15.2,26.32,15.36,46.31,47.75,8.77,16.95,12.75,22.35,12.28,8.69,18.47,18.3,,15.24,253.18,74.41,35.34,100.1,14.64,231.08,81.58,316.49,,36.51,249.49,67.88,199.93,73.68,11.15,"5,779.39",12.25,97.61,101.15,67.07,135.04,209.32,133.88,89.77,324.82
2017/11/7,29.35,26.29,57.95,87.98,70.72,87.4,24.92,23.82,56.79,23.28,15.25,26.6,15.41,46.36,47.56,8.76,16.9,12.85,22.35,12.28,8.71,18.38,18.39,,15.2,255.03,75.45,35.15,101.05,14.78,235.42,83.79,325.66,,37.02,247.6,67.6,201.86,73.58,11.1,"5,789.23",12.16,98.09,101.63,67.83,135.04,203.13,132.69,90.53,322.4
2017/11/8,29.44,25.99,59.35,87.6,70.63,87.87,24.68,23.68,56.21,23.14,15.25,26.41,15.36,46.21,47.27,8.77,16.86,12.85,22.31,12.28,8.71,18.43,18.39,,15.2,255.96,75.26,34.96,101.05,14.73,233.97,84.27,324.69,,36.51,247.6,67.22,199.93,74.34,11.01,"5,808.90",11.98,98.57,101.63,67.07,130.74,210.14,131.51,90.72,315.15
2017/11/9,29.44,25.99,59.53,87.41,70.35,88.06,24.63,23.82,56.5,23.23,15.25,26.18,15.41,45.97,46.99,8.74,16.9,12.71,22.4,12.32,8.72,18.43,18.34,,15.2,259.2,82.73,35.01,99.62,15.07,232.53,81.77,319.39,,36.61,249.02,67.88,198.96,73.49,11.01,"5,661.34",12.02,98.57,102.58,67.64,132.18,207.67,128.54,88.82,318.53
2017/11/10,29.48,25.85,58.97,87.41,70.25,88.25,24.77,23.73,56.4,23.09,15.25,26.23,15.36,46.02,47.08,8.72,16.81,12.75,22.31,12.28,8.72,18.43,18.34,,15.2,259.2,81.31,34.87,100.57,15.21,232.04,79.37,314.56,,35.4,244.77,67.5,197.99,69.72,10.92,"5,646.59",11.93,99.05,102.1,67.45,130.74,210.14,127.36,87.76,326.27
2017/11/13,29.57,26.04,59.35,88.27,70.35,89.01,24.63,23.78,53.71,22.94,15.2,26.46,15.31,45.97,47.56,8.76,16.81,12.85,22.31,12.28,8.69,18.38,18.3,,15.15,260.59,82.35,34.73,101.05,15.02,231.08,78.7,306.36,,34.1,258,67.03,197.99,67.55,10.83,"5,607.24",11.98,98.09,101.63,67.17,130.74,207.26,126.77,87.67,318.53
2017/11/14,29.57,25.99,59.81,87.89,70.63,89.57,24.68,23.73,52.66,22.94,15.16,26.23,15.31,46.02,47.32,8.76,16.9,12.9,22.35,12.32,8.69,18.43,18.3,,15.2,264.29,80.46,34.25,101.05,15.11,231.56,79.37,314.56,,33.87,258.95,67.88,195.58,68.02,10.88,"5,494.11",12.11,98.57,101.63,67.83,130.74,208.08,125.58,84.52,325.78
2017/11/15,30.49,26.14,59.81,87.98,70.35,88.54,24.82,23.53,51.98,22.85,15.16,26.18,15.31,45.83,47.56,8.7,16.81,12.8,22.31,12.23,8.7,18.47,18.2,,15.24,261.05,80.37,35.58,101.05,14.97,229.15,79.18,310.7,,34.75,258.47,61.31,193.17,66.23,10.88,"5,538.38",12.25,98.09,101.63,67.26,130.74,210.55,122.03,83.47,319.5
2017/11/16,30.14,25.85,59.53,87.6,70.25,88.54,24.53,23.44,51.31,22.65,15.11,26.23,15.27,45.73,47.47,8.67,16.77,12.85,22.21,12.19,8.7,18.38,18.06,,15.15,256.42,79.42,35.34,100.57,14.97,229.63,78.12,309.25,,35.22,258.95,62.15,193.65,66.23,11.01,"5,508.87",12.39,98.09,101.63,67.26,130.27,222.5,123.21,83.56,315.15
2017/11/17,30.45,25.85,59.91,87.41,70.35,87.78,24.53,23.53,52.37,22.65,15.16,26.18,15.31,45.49,47.47,8.72,16.86,12.95,22.26,12.19,8.72,18.57,18.11,,15.15,266.6,79.04,35.43,100.57,15.02,233.01,79.28,317.94,,34.84,261.78,61.87,193.17,65.86,11.06,"5,464.60",12.3,98.57,102.1,67.55,130.74,241.45,124.99,85,319.02
2017/11/20,30.05,26.19,59.91,87.79,70.44,88.63,24.58,23.49,51.98,22.31,15.16,26.6,15.36,45.92,48.23,8.77,16.9,13.14,22.26,12.23,8.71,18.52,18.15,,15.15,261.51,80.94,35.2,100.1,15.26,230.11,78.7,308.77,,34.8,260.84,62.06,194.61,64.73,11.23,"5,459.68",12.3,98.09,102.58,68.21,130.74,238.16,123.21,83.75,315.15
2017/11/21,30.18,26.19,59.72,87.41,70.82,88.35,24.82,23.44,51.5,22.8,15.35,27.75,15.5,48.13,51.38,9,17.09,13.33,22.54,12.55,8.8,18.76,18.39,,15.24,263.83,82.26,35.39,101.52,15.5,234.45,80.62,310.7,,34.94,260.84,62.15,192.2,64.44,11.28,"5,425.25",12.39,98.57,102.1,69.17,130.27,238.98,123.21,84.33,321.92
2017/11/22,30.49,26.24,60.46,87.79,71.1,89.29,25.06,23.73,51.79,23.14,15.49,28.02,15.54,48.6,51.57,9,17.27,13.52,22.73,12.69,8.82,19.28,18.53,,15.43,267.07,81.5,35.48,102.47,15.45,233.49,82.54,315.53,,34.98,256.58,62.72,199.93,65.29,11.46,"5,464.60",12.67,99.05,103.05,69.55,133.61,245.99,123.21,83.66,334.97
2017/11/23,30.32,26.19,60.18,88.65,71.1,89.29,24.97,23.78,51.41,23.04,15.49,28.11,15.54,48.99,51.86,9,17.27,13.38,22.68,12.6,8.81,19.38,18.58,,15.43,264.75,83.58,35.29,101.99,15.31,233.97,84.17,315.53,,35.49,258,61.4,197.99,67.18,11.5,"5,444.92",12.63,99.05,103.05,69.45,135.52,247.22,125.58,84.52,328.68
2017/11/24,30.36,26.09,59.53,87.79,71.1,88.63,24.82,23.53,51.02,22.99,15.39,27.79,15.45,48.41,51.19,8.93,17.23,13.23,22.4,12.51,8.72,19.19,18.49,,15.34,262.44,82.54,35.06,101.99,15.31,235.42,83.31,314.56,,35.08,258,61.21,198.48,66.52,11.81,"5,489.19",12.63,99.53,103.05,69.83,139.81,259.58,123.81,83.75,331.1
2017/11/27,30.23,25.9,58.88,88.55,71.48,89.67,24.68,23.53,50.83,22.89,15.35,27.24,15.45,47.69,50.04,8.84,17.13,13.19,22.31,12.46,8.72,18.95,18.44,,15.24,261.51,82.54,34.92,101.52,15.16,228.67,81.68,318.9,,35.22,256.58,60.74,197.03,65.58,11.59,"5,243.26",12.35,99.53,103.05,69.93,134.08,269.47,122.03,82.7,325.3
2017/11/28,29.52,25.8,59.07,88.65,71.48,88.44,24.92,23.49,50.25,22.8,15.3,27.33,15.45,47.22,49.85,8.89,17.13,13.33,22.31,12.51,8.73,19.09,18.39,,15.38,267.99,81.88,35.06,100.57,15.21,225.77,79.85,319.39,,35.35,258.47,60.74,197.03,64.73,11.68,"5,253.10",12.49,100.01,103.05,69.93,135.04,266.59,121.44,81.65,321.92
2017/11/29,29.79,25.8,59.07,88.84,71.48,88.72,24.82,23.58,49.39,22.85,15.25,27.33,15.41,47.5,50.23,8.91,17.13,13.38,22.26,12.55,8.73,19.09,18.44,,15.34,265.21,81.5,34.73,100.57,15.07,226.25,79.08,322.76,,35.68,254.22,59.71,194.61,64.63,11.59,"5,154.72",12.49,100.01,102.58,69.07,132.65,276.89,122.03,81.37,324.82
2017/11/30,29.48,27.11,59.25,85.99,71.19,85.98,24.63,23.63,49.39,23.28,15.25,26,15.31,46.93,49.38,8.91,17,13.33,22.35,12.46,8.74,19,18.25,,15.24,262.9,82.26,33.97,100.57,14.68,218.05,74.67,314.56,,34.15,260.84,57.74,193.17,64.35,11.32,"5,056.35",12.21,99.05,102.1,68.12,130.27,276.89,118.47,79.65,312.25
2017/12/1,29.61,26.19,59.81,88.08,70.63,89.1,24.53,23.58,48.91,22.94,15.35,27.1,15.45,48.7,51.86,9,17.13,13.38,22.4,12.51,8.75,19.33,18.39,,15.34,264.29,81.79,34.02,102.47,14.73,222.88,72.56,303.95,,34.66,255.16,58.3,192.68,65.1,11.15,"4,928.47",12.07,99.53,103.05,68.21,130.74,255.46,117.41,80.12,317.57
2017/12/4,29.83,26.14,58.51,88.55,71.19,89.76,24.92,23.82,49.97,22.94,15.53,27.38,15.64,49.08,52.53,9.32,17.23,13.43,22.49,12.65,8.88,19.52,18.49,,15.43,263.83,81.98,34.73,103.89,15.07,225.77,70.25,308.77,,34.98,254.22,57.65,193.17,64.07,11.15,"4,721.88",12.11,99.53,102.58,68.02,132.65,246.81,117.29,80.03,320.95
2017/12/5,29.83,26.04,59.53,88.84,71.38,90.52,24.82,23.78,51.12,22.85,15.53,27.52,15.68,49.27,52.05,9.14,17.27,13.33,22.4,12.69,8.86,19.61,18.49,,15.43,261.97,81.41,35.43,105.31,14.92,221.43,70.83,306.84,,35.17,253.75,57.08,193.17,65.67,11.19,"4,653.02",12.21,99.53,102.58,67.64,134.56,244.75,113.26,79.46,320.95
2017/12/6,29.7,26.14,60.18,88.27,70.63,90.24,24.68,23.63,50.16,22.65,15.35,27.19,15.45,48.41,51.29,9.05,17.13,13.09,22.35,12.6,8.77,19.28,18.2,,15.38,255.49,79.23,35.25,103.42,14.4,219.02,70.45,276.45,,35.08,254.69,55.67,192.2,66.52,11.19,"4,195.59",12.07,99.53,102.1,67.55,131.22,234.04,110.18,80.22,300.65
2017/12/7,29.79,25.85,60.18,88.27,70.16,88.91,24.29,23.58,49.29,22.46,15.35,27.29,15.41,47.6,50.43,8.92,17.04,12.95,22.12,12.46,8.8,19.14,18.2,,15.34,253.18,79.23,34.77,102.94,14.06,218.54,70.83,277.41,,34.71,250.44,56.05,194.61,66.14,11.01,"4,230.02",11.7,100.01,101.63,67.64,131.22,236.51,110.89,81.84,300.65
2017/12/8,29.7,25.75,60.56,88.27,70.16,89.2,24.05,23.53,49.1,22.56,15.39,27.19,15.36,48.03,51.09,8.99,17.13,13.28,22.07,12.51,8.77,19.19,18.15,,15.34,255.03,78.1,35.06,102.47,14.06,219.02,74.19,285.61,,34.52,255.16,56.14,192.68,64.63,11.1,"4,298.88",11.46,100.01,101.15,67.55,130.74,255.46,110.89,81.56,302.58
2017/12/11,29.96,25.65,60,88.17,69.88,88.63,24.53,23.49,49.1,22.46,15.35,27.61,15.41,48.03,51.09,9.07,17.09,13.19,22.21,12.46,8.79,19.19,18.2,,15.29,255.49,82.17,34.68,103.42,14.54,219.5,74.86,288.99,,35.49,252.33,56.42,196.06,66.42,11.28,"4,357.91",11.84,100.01,101.15,68.12,131.7,245.57,113.73,82.61,311.28
2017/12/12,29.79,25.85,60.18,88.55,69.88,89.1,24.39,23.44,49.1,22.41,15.44,27.61,15.45,47.46,50.62,9.26,17.09,13.14,22.16,12.46,8.81,19.23,18.3,,15.38,256.88,81.5,34.82,103.89,14.35,219.5,73.81,285.61,,34.84,256.11,57.36,195.1,64.63,11.15,"4,357.91",11.65,100.01,101.15,68.12,131.22,241.04,111.48,81.84,306.45
2017/12/13,29.96,25.95,60.93,88.74,70.25,89.1,24.53,23.44,48.91,22.85,15.49,27.75,15.5,48.22,50.9,9.26,17.13,13.14,22.4,12.55,8.95,19.33,18.25,,15.38,254.57,81.5,35.15,107.21,14.2,219.02,74.09,280.79,,35.59,252.33,57.65,194.61,64.63,11.19,"4,328.39",11.7,100.01,101.15,68.5,131.7,246.4,111.01,81.75,305.48
2017/12/14,29.96,26.34,61.86,89.12,70.63,89.86,24.77,23.39,49,22.8,15.49,27.88,15.54,48.51,51.86,9.34,17.23,13.38,22.31,12.65,8.98,19.61,18.34,,15.34,255.96,80.94,35.43,107.21,14.3,222.39,74.67,279.34,,36.14,254.69,58.4,197.51,64.54,11.19,"4,230.02",11.65,100.48,101.15,68.6,131.7,250.52,112.43,82.23,309.35
2017/12/15,29.88,26.19,61.77,88.55,70.35,90.14,24.68,23.39,49.1,22.99,15.35,27.24,15.45,48.03,51.29,9.25,17.27,13.09,22.4,12.65,8.97,19.52,18.25,,15.38,256.88,79.61,35.01,106.26,14.06,221.91,75.05,275,,36.14,255.64,57.55,196.06,65.58,11.19,"4,111.97",11.6,100.96,100.68,67.64,129.79,254.64,110.77,81.18,311.28
2017/12/18,29.96,26.04,61.11,89.88,70.82,92.88,24.53,23.39,49.2,22.8,15.35,27.19,15.45,48.41,51,9.31,17.23,13.14,22.45,12.65,8.94,19.57,18.25,,15.38,261.97,79.61,35.15,109.11,13.92,219.02,75.53,277.41,,37.35,255.16,57.27,199.93,66.23,11.1,"4,234.94",11.6,100.48,101.63,69.07,129.79,279.77,110.89,81.18,314.67
2017/12/19,30.27,26.04,59.91,89.98,70.91,93.07,24.48,23.29,49,22.6,15.44,26.96,15.5,48.51,51.95,9.44,17.23,13.19,22.35,12.69,8.96,19.33,18.25,,15.43,255.49,78.38,35.76,110.06,13.96,217.09,76.4,283.68,,36.61,258,56.99,201.38,67.65,10.97,"4,111.97",11.46,100.48,100.68,68.88,130.27,274.42,108.05,80.32,316.12
2017/12/20,30.36,26.19,60.56,89.98,71.38,92.88,24.92,23.34,49.29,22.7,15.39,27.38,15.45,48.41,51.57,9.67,17.23,13.19,22.35,12.65,8.97,19.28,18.3,,15.34,257.35,79.04,36.1,108.16,14.01,216.61,77.64,282.24,,36.98,258,58.21,203.79,68.12,10.97,"4,161.16",11.51,100.96,101.15,68.98,130.74,282.66,109.83,81.18,317.57
2017/12/21,30.36,26.14,60.37,90.07,71.48,92.31,24.72,23.39,48.91,22.65,15.39,27.52,15.5,48.41,51.38,9.48,17.23,13.09,22.31,12.65,9,19.09,18.34,,15.38,252.25,80.84,35.76,108.16,13.87,217.09,75.73,279.82,,36.42,258,57.27,204.27,67.65,10.92,"4,062.79",11.6,100.48,101.15,68.21,131.7,277.3,109.35,80.89,320.47
2017/12/22,30.89,26.48,60.74,90.54,71.76,92.13,25.11,23.58,49.1,22.56,15.44,27.61,15.59,48.8,51.48,9.62,17.27,13.19,22.49,12.69,9.08,19.23,18.39,,15.38,253.64,80.37,36.1,107.21,13.82,219.5,74.67,280.31,,36.61,258.95,57.74,203.31,68.12,11.06,"4,131.65",11.65,100.96,101.15,69.36,133.13,282.25,110.06,80.89,322.88
2017/12/25,31.77,26.53,60.46,91.11,72.04,92.5,25.06,23.49,48.72,22.65,15.44,27.47,15.54,48.6,51.09,9.62,17.23,13.14,22.49,12.69,9.05,19.09,18.34,,15.34,253.64,80.37,35.86,107.21,13.87,220.46,73.13,276.93,,36.98,258.95,57.65,202.34,67.65,11.06,"3,934.90",11.65,101.44,101.15,69.07,134.08,284.31,109.11,79.93,318.53
2017/12/26,31.99,26.58,60.18,91.11,72.04,92.6,24.92,23.53,48.72,22.56,15.39,27.33,15.5,48.03,50.52,9.52,17.13,13.04,22.45,12.69,8.98,19,18.3,,15.34,253.64,79.14,35.67,106.74,13.48,218.05,71.12,270.18,,36.98,255.16,57.46,200.41,65.95,10.97,"3,934.90",11.56,100.96,101.15,69.17,133.13,264.53,108.05,78.98,304.51
2017/12/27,31.81,26.58,60.65,93.49,72.98,95.43,25.01,23.68,48.91,22.6,15.44,27.42,15.54,48.22,51.38,9.57,17.23,13.19,22.54,12.79,8.94,19.28,18.34,,15.38,254.57,81.41,35.62,111.01,13.63,217.09,71.02,273.07,,37.3,258,57.55,200.89,66.89,10.97,"3,743.08",11.56,101.44,102.58,69.45,133.61,276.89,109.23,79.26,309.83
2017/12/28,31.81,27.02,61.58,91.97,72.7,94.96,25.35,23.82,50.06,22.89,15.49,27.52,15.54,48.6,51.38,9.57,17.27,13.23,22.64,12.74,8.99,19.23,18.44,,15.43,262.44,81.5,35.72,110.06,13.72,218.05,73.23,275.96,,37.35,262.25,57.74,200.89,67.74,11.1,"3,974.25",11.65,100.96,103.05,69.83,135.04,281.01,111.72,80.7,317.57
2017/12/29,32.03,27.45,61.39,93.68,73.36,97.32,25.83,23.87,50.45,22.8,15.53,27.56,15.59,48.51,51.09,9.62,17.32,13.23,22.73,12.79,9.06,19.47,18.53,,15.48,262.9,81.88,36.38,109.58,13.63,221.43,73.13,283.68,,37.63,264.14,58.11,203.31,67.84,11.01,"3,954.58",11.56,101.44,102.1,70.02,136.95,290.9,112.79,81.37,317.08
2018/1/2,32.12,27.45,62.51,93.11,72.51,97.8,25.83,23.82,49.68,22.94,15.53,27.61,15.68,48.8,51.76,9.57,17.32,13.23,22.87,12.92,9.09,19.42,18.53,,15.52,266.14,82.83,36.05,109.11,13.68,224.32,74.86,281.27,,37.63,262.73,58.11,207.65,67.93,10.97,"4,185.75",11.6,102.88,102.58,70.12,134.56,291.72,112.55,81.18,319.02
2018/1/3,32.82,27.65,62.79,93.49,73.64,97.8,25.64,24.02,49.97,22.99,15.58,27.84,15.73,49.27,52.72,9.57,17.73,13.38,23.16,13.02,9.14,19.61,18.53,,15.62,263.36,83.11,36.05,111.48,13.82,228.67,77.07,289.96,,37.07,261.78,58.77,209.1,68.4,11.06,"4,077.54",11.6,103.35,103.05,71.07,132.65,320.57,111.37,81.27,322.4
2018/1/4,32.69,27.84,62.79,93.49,73.45,98.74,25.4,23.92,49.58,22.99,15.63,27.88,15.78,49.66,52.91,9.57,17.68,13.28,23.25,12.97,9.12,19.61,18.58,,15.66,264.29,85.1,35.81,112.9,13.77,231.08,78.22,296.23,,36.84,256.11,59.05,206.2,67.74,11.1,"4,067.71",11.65,103.35,103.05,71.45,132.65,328.39,109.71,81.27,323.85
2018/1/5,32.78,28.57,62.6,93.39,73.45,98.27,25.69,24.06,49.48,22.94,15.77,27.88,15.96,49.94,53.2,9.67,17.73,13.38,23.53,13.11,9.18,19.85,18.68,,15.76,261.97,88.5,35.95,113.85,13.96,231.56,80.14,289.47,,36.98,257.05,58.02,208.62,67.84,11.1,"4,033.28",11.6,103.83,103.05,71.83,134.08,332.93,110.18,81.46,323.85
2018/1/8,33.57,29.5,63.16,94.44,74.87,99.69,25.54,24.35,49.58,22.89,15.96,27.93,16.1,50.23,53.2,9.81,17.96,13.47,23.77,13.29,9.37,20.42,18.82,,16.13,265.68,88.41,36.14,115.75,14.11,233.49,80.14,287.54,,36.98,258.95,58.77,218.28,67.84,11.19,"3,866.04",11.65,103.83,104.48,72.6,134.08,329.63,108.76,81.46,316.12
2018/1/9,33.65,29.6,62.88,97.28,76.94,103.94,25.78,24.35,49.2,22.99,15.96,27.84,16.1,50.23,53.29,9.86,17.96,13.38,23.63,13.39,9.34,20.33,18.82,,16.17,265.21,89.07,36.14,114.33,14.16,233.49,79.28,293.33,,36.51,248.08,57.74,217.31,68.02,10.97,"3,684.05",11.51,104.31,105.43,72.79,133.61,324.69,108.76,81.65,318.53
2018/1/10,33.79,29.69,62.88,95.86,77.88,102.05,26.03,24.4,49.48,23.09,16,28.07,16.1,50.71,53.1,10.09,17.96,13.38,23.96,13.43,9.34,20.61,18.82,,16.17,261.97,87.74,36.24,113.85,13.63,228.18,75.15,298.64,,36.98,249.49,58.11,217.79,68.31,11.01,"3,713.57",11.56,103.83,104.48,72.79,132.18,312.74,107.57,80.32,308.38
2018/1/11,32.95,28.62,63.16,95.86,77.22,102.99,25.78,24.4,49.29,22.99,16,28.02,16.06,50.71,52.91,9.9,17.91,13.43,24.01,13.43,9.22,20.61,18.82,,16.04,262.9,90.3,36.1,113.38,13.44,226.74,77.07,295.26,,35.96,250.91,58.3,217.79,68.31,11.01,"3,669.30",11.56,103.83,105.43,71.93,130.27,318.51,108.28,80.79,313.7
2018/1/12,33.04,29.21,63.35,96.33,76.37,102.52,25.93,24.45,49.58,23.04,16,28.11,16.1,50.9,53.1,9.95,17.87,13.57,23.96,13.43,9.33,20.66,18.82,,16.13,263.36,89.82,36.05,113.85,13.63,228.67,78.12,298.64,,37.16,251.38,58.4,217.79,70.76,11.19,"4,033.28",12.11,103.83,105.43,71.93,130.27,309.03,108.76,81.75,321.43
2018/1/15,33.26,29.6,63.9,96.81,77.22,102.99,26.31,24.21,49.58,23.09,16.14,28.25,16.15,51.76,53.96,10.14,17.87,13.66,24.53,13.43,9.37,21.04,18.96,,16.17,264.75,90.39,36,113.85,13.72,231.56,80.04,302.02,,37.25,253.27,58.96,225.52,70.76,11.32,"3,964.42",12.25,104.31,106.37,71.64,130.74,291.72,110.54,82.32,322.4
2018/1/16,33.48,29.65,63.53,96.81,76.75,102.52,26.03,24.31,49.77,23.09,16.24,28.44,16.2,52.43,54.06,10.19,17.82,13.62,24.43,13.48,9.46,20.89,18.96,,16.17,263.83,88.69,36.47,113.85,13.72,232.04,81.58,301.05,,37.39,256.11,59.52,226.97,71.13,11.59,"3,934.90",12.81,104.31,105.43,71.45,133.61,297.08,110.65,82.61,326.75
2018/1/17,33.83,30.08,62.88,96.81,76.75,102.05,25.93,24.26,50.54,23.28,16.28,28.48,16.29,51.86,53.77,10.23,17.87,13.71,24.43,13.52,9.51,20.89,19.01,,16.17,266.6,91.43,36.8,113.85,13.72,233.49,77.74,295.75,,37.39,260.84,59.8,226.97,72.64,11.68,"3,915.23",13.09,104.31,105.43,71.55,132.65,292.55,110.65,83.08,320.47
2018/1/18,33.26,29.94,63.44,96.33,76.47,102.99,26.03,24.26,50.35,23.23,16.14,28.67,16.29,51.47,53.39,10.33,17.91,13.66,24.38,13.62,9.51,20.8,19.01,,16.22,269.38,91.53,36.71,114.33,13.72,239.76,78.7,308.29,,38.37,264.14,60.65,230.35,72.26,11.59,"3,920.15",13,102.88,104,71.45,136.47,298.32,111.13,82.8,320.95
2018/1/19,33.3,29.69,64.37,95.39,76.37,101.57,25.93,24.21,50.16,23.14,16.24,28.8,16.24,51.57,53.48,10.33,17.96,13.71,24.15,13.66,9.56,20.61,19.01,,16.22,266.14,90.39,36.47,114.8,13.63,246.52,77.36,307.81,,38.23,265.09,61.03,228.9,72.83,11.72,"3,934.90",13.23,104.31,104,71.45,137.9,320.57,114.8,83.47,324.33
2018/1/22,33.26,29.45,65.02,96.33,76.09,102.99,25.74,24.16,49.87,23.09,16.1,28.53,16.2,51.76,53.1,10.28,17.96,13.66,24.1,13.66,9.56,20.75,18.96,,16.17,265.68,89.92,36.76,114.33,13.44,252.3,77.26,307.81,,38.18,267.45,61.03,228.9,72.92,12.03,"3,934.90",13.61,103.83,104,71.64,142.2,341.99,114.45,82.99,324.82
2018/1/23,32.78,29.4,64.28,94.91,76.18,102.99,25.93,24.11,49.68,23.14,16.14,28.48,16.2,51.67,53.48,10.14,17.91,13.76,24.01,13.62,9.46,20.23,18.96,,16.17,267.07,90.2,36.8,116.23,14.01,256.65,76.97,306.84,,38.55,266.03,60.27,228.9,73.49,11.72,"3,900.47",13.23,104.31,104,71.74,140.76,325.51,114.8,82.32,321.43
2018/1/24,32.78,29.21,63.63,94.15,75.62,101.57,25.59,24.11,49.58,23.14,16.05,28.21,16.06,50.52,53.2,10.19,17.82,13.57,23.91,13.57,9.42,19.99,18.96,,16.08,265.68,91.9,37.23,115.28,13.82,248.93,77.26,296.71,,38.83,265.09,60.27,226.97,73.11,12.26,"3,728.32",13.42,103.83,104.48,71.45,141.24,327.16,113.62,82.61,319.98
2018/1/25,33.04,29.4,63.9,96.33,77.03,102.99,25.45,24.21,49.87,23.14,16.24,28.11,16.2,51.09,53.1,10.23,17.87,13.62,24.2,13.66,9.46,20.23,19.05,,16.22,269.38,95.02,37.42,116.7,13.92,248.93,75.34,294.78,,39.94,265.56,60.93,227.45,74.43,12.48,"3,728.32",13.28,103.83,104.48,72.12,140.76,325.92,113.02,82.8,313.7
2018/1/26,33.57,29.5,62.79,98.23,76.84,104.88,25.59,24.21,49.48,23.19,16.14,27.93,16.15,50.9,52.24,10.19,17.82,13.62,24.2,13.62,9.46,20.09,19.01,,16.17,267.07,93.79,37.37,117.65,14.01,246.03,76.21,297.19,,39.76,265.56,60.46,227.94,73.87,12.7,"3,816.86",13.51,103.83,104.95,72.41,140.76,307.38,113.02,81.75,315.63
2018/1/29,33.35,29.35,64.37,99.18,77.22,108.19,25.5,24.26,49.58,23.14,16.24,28.07,16.2,51.67,52.72,10.19,17.87,13.62,24.29,13.62,9.46,20.14,19.15,,16.13,269.84,92.28,37.18,120.02,13.96,249.41,75.63,297.19,,39.85,266.51,60.56,223.11,73.96,12.65,"3,969.33",13.37,104.79,105.9,72.12,139.81,315.21,112.19,80.7,319.98
2018/1/30,33.3,28.96,64.56,97.76,76.28,103.46,25.16,24.02,49.1,22.94,16,27.79,16.1,50.8,51.95,10.14,17.68,13.47,24.01,13.48,9.36,20.04,19.01,,15.99,264.75,92.47,36.66,117.65,13.87,244.1,75.25,288.51,,39.39,266.51,59.8,220.21,75.28,12.26,"3,989.01",12.91,103.35,105.43,72.41,139.33,307.38,110.89,79.74,312.73
2018/1/31,33.08,29.26,65.11,98.23,75.43,102.99,25.11,24.02,48.81,23.14,16.05,27.61,16.2,51.86,52.14,10.14,17.59,13.43,23.91,13.57,9.42,20.23,19.1,,16.17,267.07,92.75,36.99,117.65,13.68,246.03,76.21,288.51,,39.66,265.56,59.62,220.21,74.43,12.34,"3,939.82",12.81,103.83,105.9,72.41,140.29,318.92,109.23,79.65,322.88
2018/2/1,33.3,29.21,65.39,97.76,75.43,104.41,25.16,23.97,49,23.04,16.05,27.75,16.2,51.67,52.34,10.09,17.68,13.38,24.01,13.57,9.37,20.23,19.1,,16.08,269.84,93.04,36.99,118.12,13.82,250.37,77.93,296.23,,38.78,267.45,60.09,218.76,72.55,11.99,"4,013.60",12.63,104.31,105.9,72.79,140.29,318.09,110.77,81.18,322.4
2018/2/2,33.3,28.72,64.18,94.91,75.15,101.1,25.4,23.92,49.29,22.85,16.19,27.88,16.2,51.09,52.24,10.09,17.68,13.33,23.91,13.48,9.42,20.23,19.1,,16.13,269.38,90.96,36.47,114.33,13.96,250.37,76.4,293.82,,38.88,266.98,60.09,217.79,73.11,11.99,"3,915.23",12.77,104.31,103.53,72.31,140.29,329.63,112.79,80.32,341.73
2018/2/5,33.22,28.33,63.53,95.39,74.21,101.57,25.06,23.63,48.91,22.6,15.96,27.52,15.92,49.85,51.67,9.95,17.5,13.04,23.63,13.2,9.24,19.8,19.05,,15.9,267.07,88.59,35.91,113.38,13.82,244.1,74.29,288.51,,38.18,261.31,59.05,218.28,72.55,11.86,"3,738.16",12.49,103.35,103.53,71.36,138.38,317.27,109.94,79.17,334.97
2018/2/6,31.19,26.48,61.11,91.78,71.66,97.32,23.42,22.76,47.47,21.68,15.39,26.18,15.45,47.07,48.52,9.37,16.95,12.37,22.68,12.42,8.93,18.71,18.49,,15.38,255.96,85.29,34.54,107.21,13.39,230.6,69.49,276.45,,36.42,255.16,56.33,205.72,67.37,11.37,"3,364.34",11.88,101.92,100.68,70.88,132.18,291.72,105.68,75.16,326.27
